Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
11,1736878884757,14/01/2025 18:21:24,1736857284757,-6,14/01/2025 06:21:24,153647,19,questionnaire-ngcx,,42475014,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Ethnicity:,response,value,Non-Hispanic,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
12,1736878884757,14/01/2025 18:21:24,1736857284757,-6,14/01/2025 06:21:24,153647,19,questionnaire-ngcx,,42475014,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Ethnicity:,response,quantised,2,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
13,1736878884757,14/01/2025 18:21:24,1736857284757,-6,14/01/2025 06:21:24,153647,19,questionnaire-ngcx,,42475014,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Years of Education:,response,value,25,,,Number Entry,6,object-5
14,1736878884758,14/01/2025 18:21:24,1736857284758,-6,14/01/2025 06:21:24,153647,19,questionnaire-ngcx,,42475014,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,END,25142,,,,
1,1736878880370,14/01/2025 18:21:20,1736853680370,-7,14/01/2025 04:21:20,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736878896057,14/01/2025 18:21:36,1736853696057,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Age:,response,value,45,,,Number Entry,2,object-4
3,1736878896057,14/01/2025 18:21:36,1736853696057,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,value,Male,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
4,1736878896058,14/01/2025 18:21:36,1736853696058,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,quantised,1,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
5,1736878896058,14/01/2025 18:21:36,1736853696058,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Black or African American,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
6,1736878896059,14/01/2025 18:21:36,1736853696059,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,White,1,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
7,1736878896059,14/01/2025 18:21:36,1736853696059,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Asian,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
8,1736878896060,14/01/2025 18:21:36,1736853696060,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Native Hawaiian or Pacific Islander,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
9,1736878896060,14/01/2025 18:21:36,1736853696060,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,American Indian/Alaska Native,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
10,1736878896061,14/01/2025 18:21:36,1736853696061,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,__other,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
11,1736878896061,14/01/2025 18:21:36,1736853696061,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Ethnicity:,response,value,Non-Hispanic,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
12,1736878896062,14/01/2025 18:21:36,1736853696062,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Ethnicity:,response,quantised,2,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
13,1736878896062,14/01/2025 18:21:36,1736853696062,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Years of Education:,response,value,9,,,Number Entry,6,object-5
14,1736878896064,14/01/2025 18:21:36,1736853696064,-7,14/01/2025 04:21:36,153647,19,questionnaire-ngcx,,42475030,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Demographics form,4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,15587,,,,
1,1736878932291,14/01/2025 18:22:12,1736860932291,-5,14/01/2025 08:22:12,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736878957837,14/01/2025 18:22:37,1736860957837,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Age:,response,value,36,,,Number Entry,2,object-4
3,1736878957837,14/01/2025 18:22:37,1736860957837,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,value,Female,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
4,1736878957837,14/01/2025 18:22:37,1736860957837,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,quantised,2,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
5,1736878957837,14/01/2025 18:22:37,1736860957837,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Black or African American,1,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
6,1736878957838,14/01/2025 18:22:37,1736860957838,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,White,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
7,1736878957838,14/01/2025 18:22:37,1736860957838,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Asian,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
8,1736878957838,14/01/2025 18:22:37,1736860957838,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Native Hawaiian or Pacific Islander,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
9,1736878957838,14/01/2025 18:22:37,1736860957838,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,American Indian/Alaska Native,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
10,1736878957839,14/01/2025 18:22:37,1736860957839,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,__other,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
11,1736878957839,14/01/2025 18:22:37,1736860957839,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Ethnicity:,response,value,Non-Hispanic,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
12,1736878957839,14/01/2025 18:22:37,1736860957839,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Ethnicity:,response,quantised,2,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
13,1736878957839,14/01/2025 18:22:37,1736860957839,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,jpvh8n,1,Years of Education:,response,value,24,,,Number Entry,6,object-5
14,1736878957840,14/01/2025 18:22:37,1736860957840,-5,14/01/2025 08:22:37,153647,19,questionnaire-ngcx,,42475071,BLIND,12393689,,complete,,6786aaf5a728d9311a5fb18e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x812,,,0,Demographics form,4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,END,25513,,,,
1,1736878971701,14/01/2025 18:22:51,1736850171701,-8,14/01/2025 02:22:51,153647,19,questionnaire-ngcx,,42475095,BLIND,12393685,,complete,,6786aaf475daa490845831e6,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x593,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736879028354,14/01/2025 18:23:48,1736850228354,-8,14/01/2025 02:23:48,153647,19,questionnaire-ngcx,,42475095,BLIND,12393685,,complete,,6786aaf475daa490845831e6,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x593,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Age:,response,value,27,,,Number Entry,2,object-4
3,1736879028354,14/01/2025 18:23:48,1736850228354,-8,14/01/2025 02:23:48,153647,19,questionnaire-ngcx,,42475095,BLIND,12393685,,complete,,6786aaf475daa490845831e6,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x593,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,value,Male,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
4,1736879028354,14/01/2025 18:23:48,1736850228354,-8,14/01/2025 02:23:48,153647,19,questionnaire-ngcx,,42475095,BLIND,12393685,,complete,,6786aaf475daa490845831e6,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x593,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,quantised,1,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
5,1736879028355,14/01/2025 18:23:48,1736850228355,-8,14/01/2025 02:23:48,153647,19,questionnaire-ngcx,,42475095,BLIND,12393685,,complete,,6786aaf475daa490845831e6,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x593,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Black or African American,1,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
6,1736879028355,14/01/2025 18:23:48,1736850228355,-8,14/01/2025 02:23:48,153647,19,questionnaire-ngcx,,42475095,BLIND,12393685,,complete,,6786aaf475daa490845831e6,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x593,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,White,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
7,1736879028356,14/01/2025 18:23:48,1736850228356,-8,14/01/2025 02:23:48,153647,19,questionnaire-ngcx,,42475095,BLIND,12393685,,complete,,6786aaf475daa490845831e6,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x593,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Asian,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
8,1736879028356,14/01/2025 18:23:48,1736850228356,-8,14/01/2025 02:23:48,153647,19,questionnaire-ngcx,,42475095,BLIND,12393685,,complete,,6786aaf475daa490845831e6,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x593,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Native Hawaiian or Pacific Islander,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
