Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
4,1738298878129,31/01/2025 04:47:58,1738277278129,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,quantised,2,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
5,1738298878129,31/01/2025 04:47:58,1738277278129,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Black or African American,1,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
6,1738298878130,31/01/2025 04:47:58,1738277278130,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,White,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
7,1738298878130,31/01/2025 04:47:58,1738277278130,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Asian,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
8,1738298878131,31/01/2025 04:47:58,1738277278131,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Native Hawaiian or Pacific Islander,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
9,1738298878131,31/01/2025 04:47:58,1738277278131,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,American Indian/Alaska Native,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
10,1738298878132,31/01/2025 04:47:58,1738277278132,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,__other,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
11,1738298878132,31/01/2025 04:47:58,1738277278132,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Ethnicity:,response,value,Non-Hispanic,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
12,1738298878132,31/01/2025 04:47:58,1738277278132,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Ethnicity:,response,quantised,2,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
13,1738298878133,31/01/2025 04:47:58,1738277278133,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Years of Education:,response,value,12,,,Number Entry,6,object-5
14,1738298878134,31/01/2025 04:47:58,1738277278134,-6,30/01/2025 16:47:58,153647,21,questionnaire-ngcx,,42922686,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,,,,,info,,END,20307,,,,
1,1738298869613,31/01/2025 04:47:49,1738280869613,-5,30/01/2025 18:47:49,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738298881572,31/01/2025 04:48:01,1738280881572,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Age:,response,value,20,,,Number Entry,2,object-4
3,1738298881572,31/01/2025 04:48:01,1738280881572,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,value,Female,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
4,1738298881572,31/01/2025 04:48:01,1738280881572,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,quantised,2,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
5,1738298881573,31/01/2025 04:48:01,1738280881573,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Black or African American,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
6,1738298881573,31/01/2025 04:48:01,1738280881573,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,White,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
7,1738298881573,31/01/2025 04:48:01,1738280881573,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Asian,1,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
8,1738298881573,31/01/2025 04:48:01,1738280881573,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Native Hawaiian or Pacific Islander,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
9,1738298881574,31/01/2025 04:48:01,1738280881574,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,American Indian/Alaska Native,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
10,1738298881574,31/01/2025 04:48:01,1738280881574,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,__other,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
11,1738298881574,31/01/2025 04:48:01,1738280881574,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Ethnicity:,response,value,Non-Hispanic,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
12,1738298881575,31/01/2025 04:48:01,1738280881575,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Ethnicity:,response,quantised,2,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
13,1738298881575,31/01/2025 04:48:01,1738280881575,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,jpvh8n,1,Years of Education:,response,value,15,,,Number Entry,6,object-5
14,1738298881576,31/01/2025 04:48:01,1738280881576,-5,30/01/2025 18:48:01,153647,21,questionnaire-ngcx,,42922693,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Demographics form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,11916,,,,
1,1738298891990,31/01/2025 04:48:11,1738277291990,-6,30/01/2025 16:48:11,153647,21,questionnaire-ngcx,,42922699,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1738298915160,31/01/2025 04:48:35,1738277315160,-6,30/01/2025 16:48:35,153647,21,questionnaire-ngcx,,42922699,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Page 1,jpvh8n,1,Age:,response,value,32,,,Number Entry,2,object-4
3,1738298915160,31/01/2025 04:48:35,1738277315160,-6,30/01/2025 16:48:35,153647,21,questionnaire-ngcx,,42922699,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Page 1,jpvh8n,1,Gender:,response,value,Male,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
4,1738298915160,31/01/2025 04:48:35,1738277315160,-6,30/01/2025 16:48:35,153647,21,questionnaire-ngcx,,42922699,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Page 1,jpvh8n,1,Gender:,response,quantised,1,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
5,1738298915160,31/01/2025 04:48:35,1738277315160,-6,30/01/2025 16:48:35,153647,21,questionnaire-ngcx,,42922699,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,Black or African American,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
6,1738298915161,31/01/2025 04:48:35,1738277315161,-6,30/01/2025 16:48:35,153647,21,questionnaire-ngcx,,42922699,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,White,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
7,1738298915161,31/01/2025 04:48:35,1738277315161,-6,30/01/2025 16:48:35,153647,21,questionnaire-ngcx,,42922699,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,Asian,1,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
